Chroma_stft,RMS,Spectral Centroid,Spectral Bandwidth,Rolloff,Zero Crossing Rate,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Label
0.3360259,0.1325138,1879.2319953545973,2221.6776606578164,3230.2279768318967,0.0509383979885057,-281.82413,157.16116,-12.639285,-4.9053087,-10.9689,-3.5720565,-29.179972,-5.614147,-5.636181,-19.377535,-9.388509,-0.08571008,-12.331093,-7.5564814,-2.3075135,-16.924704,-14.24936,-7.128369,-16.07129,-17.238167,FAKE
0.3649768,0.09730065,3876.8123186219655,2885.611088604527,6595.347858297414,0.1209646641522988,-225.44864,104.739235,-71.59776,43.096382,-45.893612,14.200225,-29.168459,5.7152643,-13.142943,-10.970343,1.0301111,-0.8203471,3.0925004,-17.95354,-6.3940315,-13.663551,-1.4426901,-7.38768,-15.219205,-5.8419023,FAKE
0.42079967,0.04126648,4517.327922168938,3420.52064377459,8238.554014008621,0.1555933459051724,-337.41156,74.45508,-54.70794,38.27298,-31.86043,-0.20266783,-8.614532,14.003822,-12.098597,-10.823008,2.0220075,3.92503,-5.535631,-11.621444,1.6232839,-1.2396191,-1.9907793,-7.3141804,-7.0653896,-12.349794,FAKE
0.38540444,0.09561834,3310.1013319241874,2533.537524964522,5480.571457435345,0.1080953663793103,-247.16783,109.614456,-48.601097,43.90955,-17.229027,7.4185424,-15.085566,-13.323623,-14.02617,-12.700424,-2.284519,-10.913555,-3.7757463,-11.725214,-3.534629,-10.346854,-3.938855,-4.31678,-3.5923889,0.94724923,FAKE
0.31572604,0.06720591,2760.146013257037,3356.3081044820437,6330.76171875,0.0469704112787356,-269.58792,132.56271,-43.79113,34.095325,-34.820805,20.384844,-30.8065,6.334407,-17.581673,-13.861941,-7.3081474,-7.9760776,-6.7244754,-8.807862,-11.291762,-9.361621,-6.299644,-10.933428,-7.975374,-15.014446,FAKE
0.3486536,0.07121158,1410.3307665130862,2094.798561068268,2550.323275862069,0.026294225933908,-299.08554,199.19101,-20.93155,11.8580885,2.3720257,29.47596,-18.371956,-2.6335957,-8.812843,-15.574779,-1.449623,-4.6995873,-4.88492,1.6034795,2.6381588,1.0709778,-4.823998,-2.9315934,0.94798315,-3.3711793,FAKE
0.3973942995071411,0.033051878213882446,3290.042638002027,3201.747388294835,6385.213496767241,0.09339080459770115,-287.0935974121094,132.50308227539062,-48.005157470703125,23.86236572265625,-46.68008804321289,13.229491233825684,-22.696006774902344,0.6661370992660522,-25.44117546081543,-4.063540935516357,-12.595783233642578,-3.8595728874206543,6.484777927398682,0.6289429664611816,-8.066058158874512,-7.726589202880859,-5.58832311630249,-10.975946426391602,-0.26818951964378357,-14.075749397277832,REAL
0.33339011669158936,0.00874027144163847,1937.9150693215836,1881.7910345501593,3484.4581117021276,0.04879695811170213,-468.44476318359375,177.85374450683594,-62.05158996582031,3.2930972576141357,-8.680245399475098,-14.2431001663208,-4.442777156829834,-15.214144706726074,-2.341113805770874,-8.898141860961914,-8.047808647155762,-0.7066268920898438,5.410342693328857,5.567689895629883,-2.5141115188598633,-0.2413741648197174,-1.45612370967865,-7.377013683319092,-9.456414222717285,-2.385791540145874,REAL
0.3806919753551483,0.0773666575551033,936.5326572030438,1004.2180579156858,1764.9801320043102,0.027276400862068964,-305.93084716796875,209.97198486328125,0.7694569826126099,-8.841421127319336,28.664390563964844,3.3125109672546387,-7.820514678955078,-5.241077423095703,-17.60357093811035,-14.551815032958984,-4.254231929779053,-5.105611324310303,-1.729719877243042,0.46635890007019043,-3.5291755199432373,-0.304783433675766,1.951371431350708,-1.3288161754608154,1.402753233909607,3.241049289703369,REAL
0.34188103675842285,0.027325233444571495,2100.001844601242,2445.3937889797735,3721.7790274784484,0.04684132543103448,-317.64166259765625,175.4914093017578,-65.45606231689453,21.671932220458984,-28.627704620361328,18.923044204711914,-28.740371704101562,-7.005423069000244,-8.765942573547363,-6.898106575012207,-6.11319637298584,-5.778789520263672,1.2434327602386475,-12.981316566467285,-4.502691268920898,-14.828985214233398,-1.3928940296173096,-11.071982383728027,-8.136990547180176,-7.896716594696045,REAL
0.3875718414783478,0.04469500854611397,3904.849694037179,2849.755782991267,6972.157579787234,0.12374293550531915,-267.92449951171875,128.02272033691406,-86.54524230957031,51.13106155395508,-38.77165603637695,18.072298049926758,-16.471160888671875,-21.018980026245117,-0.7197920680046082,-20.625741958618164,7.573167324066162,-17.07476806640625,3.430058240890503,-12.341763496398926,-17.34610366821289,-4.500547885894775,-11.94677448272705,5.945058822631836,-4.071969985961914,4.058538436889648,REAL
0.4947030246257782,0.05593806877732277,4083.190550556656,3002.9716435553046,6680.490638469828,0.15440351113505746,-303.9035949707031,122.25657653808594,-14.946297645568848,44.40941619873047,-25.260324478149414,16.91655921936035,-4.985580921173096,9.069650650024414,-6.545845985412598,0.43488267064094543,2.18062686920166,5.846920967102051,-6.094653129577637,-3.989245653152466,2.3046271800994873,0.9596782922744751,7.019731044769287,-0.8402858376502991,2.2674713134765625,-0.08655552566051483,REAL
0.4125847816467285,0.005737713538110256,4560.007285580886,3467.769904188678,7846.501212284483,0.15743422234195403,-526.865234375,100.15303039550781,-30.065893173217773,45.0533447265625,-24.44043731689453,21.184274673461914,-22.647754669189453,14.787800788879395,-17.24679183959961,-3.021627187728882,-15.603851318359375,4.713938236236572,-5.9910430908203125,-3.650722026824951,-1.9052432775497437,-8.813996315002441,1.8575623035430908,-0.14103618264198303,-3.6008598804473877,-15.446682929992676,REAL
0.29686516523361206,0.042372483760118484,1878.2765471942012,2013.5393718253997,3190.4920212765956,0.04985143783244681,-349.7051086425781,184.4513397216797,-53.85089111328125,-9.925792694091797,-32.2859992980957,1.1063721179962158,-24.628202438354492,-9.497319221496582,4.1885552406311035,-17.353168487548828,-2.651425361633301,-8.243892669677734,-0.5342044234275818,-10.7937593460083,-6.01554536819458,-0.8521262407302856,-16.698244094848633,-9.491302490234375,-2.5933585166931152,-6.807523250579834,REAL
